   0.0000000e+00	   0.0000000e+00	  -6.3695594e+00	
   0.0000000e+00	   2.5016000e-01	  -5.5280986e+00	
   0.0000000e+00	   5.0015000e-01	  -8.5324245e+00	
   0.0000000e+00	   7.5019000e-01	  -5.1278909e+00	
   0.0000000e+00	   1.0001600e+00	  -3.0053309e+00	
   0.0000000e+00	   1.2502100e+00	  -2.1642402e+00	
   0.0000000e+00	   1.5002000e+00	  -3.0323357e+00	
   0.0000000e+00	   1.7502400e+00	  -1.7640325e+00	
   0.0000000e+00	   2.0001700e+00	  -3.4868219e+00	
   0.0000000e+00	   2.2502300e+00	  -3.5001897e+00	
   0.0000000e+00	   2.5001800e+00	  -5.2229119e+00	
   0.0000000e+00	   2.7501900e+00	  -4.8092018e+00	
   0.0000000e+00	   3.0001700e+00	  -3.9683465e+00	
   0.0000000e+00	   3.2501900e+00	  -1.8456184e+00	
   0.0000000e+00	   3.5001800e+00	  -1.5023733e-01	
   0.0000000e+00	   3.7502200e+00	  -5.9091850e-01	
   0.0000000e+00	   4.0001700e+00	   2.8133124e+00	
   0.0000000e+00	   4.2502100e+00	   2.3726313e+00	
   0.0000000e+00	   4.5002000e+00	   6.5004361e-01	
   0.0000000e+00	   4.7502000e+00	   2.7727044e+00	
   0.0000000e+00	   5.0001900e+00	   3.1863473e+00	
   0.0000000e+00	   5.2501900e+00	   1.8910394e+00	
   0.0000000e+00	   5.5001800e+00	   2.7319283e+00	
   0.0000000e+00	   5.7501800e+00	   4.4273430e+00	
   0.0000000e+00	   6.0001700e+00	   3.1320015e+00	
   0.0000000e+00	   6.2501900e+00	   1.2777647e-01	
   0.0000000e+00	   6.5001700e+00	   3.9593544e+00	
   0.0000000e+00	   6.7501800e+00	   4.8003106e+00	
   0.0000000e+00	   7.0001500e+00	   3.5049018e+00	
   0.0000000e+00	   7.2501500e+00	   4.3458243e+00	
   0.0000000e+00	   7.5001900e+00	   5.1868814e+00	
   0.0000000e+00	   7.7501800e+00	   4.7460321e+00	
   0.0000000e+00	   8.0001600e+00	   3.8779030e+00	
   0.0000000e+00	   8.2501500e+00	   2.5825614e+00	
   0.0000000e+00	   8.5001500e+00	   5.1324684e+00	
   0.0000000e+00	   8.7501700e+00	   5.5462121e+00	
   0.0000000e+00	   9.0001800e+00	   4.6781839e+00	
   0.0000000e+00	   9.2502200e+00	   4.2375027e+00	
   0.0000000e+00	   9.5002400e+00	   3.7967543e+00	
   0.0000000e+00	   9.7502400e+00	   3.7831847e+00	
   0.0000000e+00	   1.0000230e+01	   4.1968275e+00	
   0.0000000e+00	   1.0250230e+01	   5.4649961e+00	
   0.0000000e+00	   1.0500190e+01	   4.1695537e+00	
   0.0000000e+00	   1.0750240e+01	   2.0199218e+00	
   0.0000000e+00	   1.1000230e+01	   4.5697951e+00	
   0.0000000e+00	   1.1250210e+01	   4.5561582e+00	
   0.0000000e+00	   1.1500220e+01	   3.2608839e+00	
   0.0000000e+00	   1.1750210e+01	   1.1110501e+00	
   0.0000000e+00	   1.2000210e+01	   1.0974805e+00	
   0.0000000e+00	   1.2250200e+01	   2.3656155e+00	
   0.0000000e+00	   1.2500250e+01	   2.3522141e+00	
   0.0000000e+00	   1.2750200e+01	   2.3384763e+00	
   0.0000000e+00	   1.3000190e+01	   2.3248730e+00	
   0.0000000e+00	   1.3250210e+01	   1.4568785e+00	
   0.0000000e+00	   1.3500200e+01	  -1.5474475e+00	
   0.0000000e+00	   1.3750170e+01	   1.0023586e+00	
   0.0000000e+00	   1.4000190e+01	   5.6161010e-01	
   0.0000000e+00	   1.4250190e+01	  -3.0645172e-01	
   0.0000000e+00	   1.4500210e+01	  -3.7379228e+00	
   0.0000000e+00	   1.4750180e+01	  -3.3243473e+00	
   0.0000000e+00	   1.5000170e+01	  -6.7559193e+00	
   0.0000000e+00	   1.5250190e+01	  -7.1966677e+00	
   0.0000000e+00	   1.5500120e+01	  -4.6469963e+00	
   0.0000000e+00	   1.5750200e+01	  -5.5147890e+00	
   0.0000000e+00	   1.6000130e+01	  -5.9558402e+00	
   2.5004000e-01	   0.0000000e+00	  -6.1806336e+00	
   2.5004000e-01	   2.5016000e-01	  -5.3392064e+00	
   2.5004000e-01	   5.0015000e-01	  -7.9163872e+00	
   2.5004000e-01	   7.5019000e-01	  -3.6573950e+00	
   2.5004000e-01	   1.0001600e+00	  -2.3892936e+00	
   2.5004000e-01	   1.2502100e+00	  -3.2570863e+00	
   2.5004000e-01	   1.5002000e+00	  -2.4161638e+00	
   2.5004000e-01	   1.7502400e+00	  -7.2068174e-01	
   2.5004000e-01	   2.0001700e+00	  -1.1616993e+00	
   2.5004000e-01	   2.2502300e+00	  -1.6023468e+00	
   2.5004000e-01	   2.5001800e+00	  -2.8978229e+00	
   2.5004000e-01	   2.7501900e+00	  -3.7658511e+00	
   2.5004000e-01	   3.0001700e+00	  -7.8869808e-01	
   2.5004000e-01	   3.2501900e+00	  -2.9384309e+00	
   2.5004000e-01	   3.5001800e+00	  -8.1587098e-01	
   2.5004000e-01	   3.7502200e+00	   2.5886627e+00	
   2.5004000e-01	   4.0001700e+00	   1.1515583e-02	
   2.5004000e-01	   4.2502100e+00	   2.1342437e+00	
   2.5004000e-01	   4.5002000e+00	   3.8296921e+00	
   2.5004000e-01	   4.7502000e+00	   3.3888764e+00	
